"id","groupId","resourceType","resourceId","archived"
"25268067","18716364","3","6149076","1"
"25268068","19269338","3","6143369","1"
"25275790","19010023","3","7780472","1"
"25275791","18904856","3","7975026","1"
"25275810","18795959","3","6143872","1"
"25275812","18371706","3","6149294","1"
"25280098","18546609","3","6141093","1"
"25280102","18408798","3","7830459","1"
"25280935","18432099","3","6151121","1"
"25281091","18371193","3","6142966","1"
"25281595","18511036","3","6144301","1"
"25319616","18810147","3","6148752","1"
"25320218","18370638","3","6147972","1"
"25320221","18889974","3","6149989","1"
"25338632","19164672","3","6151070","1"
"25338646","19164657","3","6151070","1"
"25348710","19075829","3","6149395","1"
"25348711","19075843","3","6149395","1"
"25348712","19164651","3","6151070","1"
"25348714","19287501","3","8066087","1"
"25348715","19367391","3","6142743","1"
"25374679","19205346","3","6145092","1"
"25375128","18565462","3","7855819","1"
"25398786","19183004","3","7966380","1"
"25398787","19131951","3","8029494","1"
"25398791","19126059","3","8028607","1"
"25398795","18373731","3","6142809","1"
"25398921","18277589","3","6144052","1"
"25405200","18543903","3","7853090","1"
"25405201","19208900","3","7791634","1"
"25405222","18472696","3","6145522","1"
"25490287","19090014","3","8023507","1"
"25490301","19171358","3","6150013","1"
"25515399","18949033","3","7975465","1"
"25515495","19132490","3","8029630","1"
"25537303","18859408","3","6149825","1"
"25537913","19240727","3","6144215","1"
"25537916","19251716","3","7778488","1"
"25537917","18809706","3","7778455","1"
"25538074","19286726","3","8074069","1"
"25541737","19204344","3","8016327","1"
"25543547","18488709","3","6150267","1"
"25543771","19034784","3","8016327","1"
"25543782","18308155","3","6146290","1"
"25599686","19518555","3","6142316","1"
"25601478","19241339","3","8029321","1"
"25601479","19241373","3","8029321","1"
"25615489","19200492","3","6143766","1"
"25627222","19056769","3","6146690","1"
"25651606","18949638","3","6143338","1"
"25651607","19253406","3","6150444","1"
"25651609","19272855","3","8068015","1"
"25672682","19549249","3","8062927","1"
"25672683","18597209","3","7872246","1"
"25672684","19364613","3","6141751","1"
"25672685","19578335","3","7778347","1"
"25672690","19556538","3","6147878","1"
"25673402","18924447","3","6148915","1"
"25676288","18136122","3","7779090","1"
"25677390","19233671","3","7966419","1"
"25678100","19340122","3","6141705","1"
"25678850","19237605","3","6144672","1"
"25679025","19399119","3","8091345","1"
"25679205","19006168","3","7779090","1"
"25679219","18982926","3","6151088","1"
"25679293","18422851","3","7814368","1"
"25714311","18546107","3","7853275","1"
"25730970","19260666","3","6150248","1"
"25730974","19604142","3","6148604","1"
