cuein;cueout;resource;visitor;note
11-02-20 12:15;11-02-20 12:30;PAA;12280;
11-02-20 12:15;11-02-20 13:00;COL;12580;
11-02-20 12:30;11-02-20 13:00;PAA;12279;
11-02-20 13:30;11-02-20 14:15;DANA;15872;
11-02-20 13:45;11-02-20 14:30;COL;16135;
11-02-20 14:15;11-02-20 15:00;DANA;11165;
11-02-20 14:30;11-02-20 15:00;COL;16193;
11-02-20 15:00;11-02-20 15:30;COL;16042;
11-02-20 15:00;11-02-20 16:00;DANA;11260;
11-02-20 15:30;11-02-20 16:15;COL;10008;
11-02-20 16:00;11-02-20 16:30;DANA;11291;
11-02-20 16:15;11-02-20 16:45;COL;16158;
11-02-20 16:30;11-02-20 16:45;DANA;10474;
11-02-20 16:45;11-02-20 16:52;DANA;13512;
11-02-20 16:45;11-02-20 17:30;COL;16015;
11-02-20 17:00;11-02-20 17:30;DANA;11659;
11-02-20 17:30;11-02-20 18:00;DANA;13606;
12-02-20 09:00;12-02-20 09:30;LEVP;12063;
12-02-20 09:00;12-02-20 09:30;PAA;9568;
12-02-20 09:30;12-02-20 10:00;PAA;14471;
12-02-20 09:30;12-02-20 10:15;LEVP;15877;
12-02-20 10:00;12-02-20 11:00;PAA;10932;
12-02-20 10:15;12-02-20 10:30;LEVP;0;ABSCENCE
12-02-20 10:30;12-02-20 12:00;LEVP;14998;
12-02-20 11:00;12-02-20 11:30;PAA;16063;
12-02-20 11:30;12-02-20 12:30;PAA;11110;
12-02-20 13:00;12-02-20 13:30;LEVP;5101;
12-02-20 13:30;12-02-20 14:00;PAA;15313;
12-02-20 13:30;12-02-20 14:00;LEVP;16115;
12-02-20 14:00;12-02-20 14:15;PAA;7858;
12-02-20 14:00;12-02-20 14:30;LEVP;5004;
12-02-20 14:15;12-02-20 14:30;PAA;14438;
12-02-20 14:30;12-02-20 15:00;PAA;10144;
12-02-20 14:30;12-02-20 15:00;LEVP;16269;
12-02-20 15:00;12-02-20 15:30;PAA;14598;
12-02-20 15:00;12-02-20 15:15;LEVP;13845;
12-02-20 15:15;12-02-20 15:45;LEVP;14360;
12-02-20 15:30;12-02-20 16:00;PAA;14080;
12-02-20 15:45;12-02-20 16:00;LEVP;13284;
12-02-20 16:00;12-02-20 16:30;PAA;13841;
12-02-20 16:00;12-02-20 16:30;LEVP;14513;
12-02-20 16:30;12-02-20 16:45;LEVP;14520;
12-02-20 16:30;12-02-20 17:00;PAA;11021;
12-02-20 16:45;12-02-20 17:00;LEVP;10536;
12-02-20 17:00;12-02-20 17:45;LEVP;16286;
12-02-20 17:00;12-02-20 17:30;PAA;13701;
12-02-20 17:45;12-02-20 18:00;LEVP;0;ABSCENCE
13-02-20 08:45;13-02-20 09:15;DJP;14498;
13-02-20 09:00;13-02-20 09:45;LEVP;15831;
13-02-20 09:15;13-02-20 09:45;DJP;25;
13-02-20 09:45;13-02-20 10:00;DJP;204;
13-02-20 09:45;13-02-20 10:30;LEVP;16118;
13-02-20 10:00;13-02-20 10:30;DJP;2733;
13-02-20 10:30;13-02-20 11:00;DJP;15830;
13-02-20 10:30;13-02-20 11:15;LEVP;16159;
13-02-20 11:00;13-02-20 11:45;DJP;16147;
13-02-20 11:15;13-02-20 12:00;LEVP;15686;
13-02-20 11:45;13-02-20 12:15;DJP;12201;
13-02-20 12:15;13-02-20 12:45;DJP;16247;
13-02-20 13:00;13-02-20 13:30;LEVP;5042;
13-02-20 13:15;13-02-20 14:00;DJP;427;
13-02-20 13:30;13-02-20 14:00;LEVP;9663;
13-02-20 14:00;13-02-20 14:15;LEVP;9293;
13-02-20 14:00;13-02-20 14:30;DJP;13412;
13-02-20 14:15;13-02-20 14:45;LEVP;10275;
13-02-20 14:30;13-02-20 15:00;DJP;16176;
13-02-20 14:45;13-02-20 15:15;LEVP;5193;
13-02-20 15:00;13-02-20 15:30;DJP;15501;
13-02-20 15:15;13-02-20 15:30;LEVP;10639;
13-02-20 15:30;13-02-20 15:45;LEVP;12305;
13-02-20 15:30;13-02-20 16:00;DJP;16205;
13-02-20 15:45;13-02-20 16:15;LEVP;12306;
13-02-20 16:00;13-02-20 16:30;DJP;14564;
13-02-20 16:15;13-02-20 17:15;LEVP;16265;
13-02-20 16:30;13-02-20 17:00;DJP;16217;
13-02-20 17:00;13-02-20 17:30;DJP;12430;
13-02-20 17:15;13-02-20 17:30;LEVP;0;ABSCENCE
14-02-20 08:45;14-02-20 09:30;DJP;13220;
14-02-20 08:45;14-02-20 09:30;DJP;0;ABSCENCE
14-02-20 09:00;14-02-20 13:00;LEVP;0;ABSCENCE
14-02-20 09:00;14-02-20 10:00;DANA;0;ABSCENCE
14-02-20 09:15;14-02-20 10:00;COL;16215;
14-02-20 09:30;14-02-20 10:00;DJP;10004;
14-02-20 10:00;14-02-20 11:00;COL;11628;
14-02-20 10:00;14-02-20 10:45;DANA;15714;
14-02-20 10:00;14-02-20 10:30;DJP;6815;
14-02-20 10:30;14-02-20 11:00;DJP;16029;
14-02-20 10:45;14-02-20 11:30;DANA;15758;
14-02-20 11:00;14-02-20 11:30;COL;16240;
14-02-20 11:00;14-02-20 11:30;DJP;1096;
14-02-20 11:30;14-02-20 12:00;DANA;6620;
14-02-20 11:30;14-02-20 11:45;COL;16241;
14-02-20 11:30;14-02-20 12:00;DJP;11188;
14-02-20 11:45;14-02-20 12:00;COL;16242;
14-02-20 12:00;14-02-20 12:45;COL;12897;
14-02-20 12:00;14-02-20 12:15;DJP;10553;
14-02-20 12:45;14-02-20 13:15;COL;14775;
14-02-20 13:00;14-02-20 17:00;LEVP;0;ABSCENCE
14-02-20 13:30;14-02-20 14:30;DANA;11260;
14-02-20 13:45;14-02-20 14:45;COL;14696;
14-02-20 14:30;14-02-20 15:15;DANA;16106;
14-02-20 14:45;14-02-20 15:30;COL;15017;
14-02-20 15:15;14-02-20 16:00;DANA;8158;
14-02-20 15:30;14-02-20 16:00;COL;15986;
14-02-20 16:00;14-02-20 16:30;COL;7725;
14-02-20 16:00;14-02-20 17:00;DANA;6234;
14-02-20 16:30;14-02-20 17:30;COL;15674;
14-02-20 16:45;14-02-20 17:00;LEVP;0;ABSCENCE
14-02-20 17:00;14-02-20 17:30;DANA;5886;
17-02-20 09:00;17-02-20 09:15;LEVP;15703;
17-02-20 09:15;17-02-20 09:30;LEVP;15702;
17-02-20 09:30;17-02-20 09:45;LEVP;0;ABSCENCE
17-02-20 09:45;17-02-20 10:15;LEVP;5685;
17-02-20 10:15;17-02-20 11:00;LEVP;5047;
17-02-20 11:00;17-02-20 11:30;LEVP;13729;
17-02-20 11:30;17-02-20 12:00;LEVP;5492;
17-02-20 12:00;17-02-20 13:00;LEVP;0;ABSCENCE
17-02-20 13:15;17-02-20 14:00;LEVP;5194;
17-02-20 14:00;17-02-20 14:30;DJP;13931;
17-02-20 14:00;17-02-20 14:45;LEVP;5040;
17-02-20 14:30;17-02-20 15:00;DJP;3995;
17-02-20 14:45;17-02-20 15:30;LEVP;12661;
17-02-20 15:00;17-02-20 15:30;DJP;16229;
17-02-20 15:30;17-02-20 16:00;DJP;16230;
17-02-20 15:30;17-02-20 16:00;LEVP;15540;
17-02-20 16:00;17-02-20 16:07;LEVP;13920;
17-02-20 16:00;17-02-20 16:15;DJP;16233;
17-02-20 16:15;17-02-20 16:45;DJP;16234;
17-02-20 16:30;17-02-20 17:00;LEVP;5497;
17-02-20 16:45;17-02-20 17:15;DJP;16237;
17-02-20 17:00;17-02-20 17:45;LEVP;16061;
17-02-20 17:15;17-02-20 17:30;DJP;15525;
17-02-20 17:30;17-02-20 18:00;DJP;12430;
17-02-20 17:45;17-02-20 18:00;LEVP;0;ABSCENCE
18-02-20 08:45;18-02-20 09:30;DANA;12817;
18-02-20 09:00;18-02-20 09:15;PAA;13829;
18-02-20 09:15;18-02-20 10:00;COL;12275;
18-02-20 09:30;18-02-20 10:00;PAA;15232;
18-02-20 09:30;18-02-20 10:15;DANA;14893;
18-02-20 10:00;18-02-20 11:00;PAA;16090;
18-02-20 10:00;18-02-20 10:30;COL;13521;
18-02-20 10:15;18-02-20 11:00;DANA;14447;
18-02-20 10:30;18-02-20 11:00;COL;14696;
18-02-20 11:00;18-02-20 12:00;COL;6169;
18-02-20 11:00;18-02-20 11:30;DANA;3754;
18-02-20 11:00;18-02-20 11:30;PAA;15228;
18-02-20 11:30;18-02-20 12:00;DANA;16273;
18-02-20 11:30;18-02-20 12:00;PAA;13970;
18-02-20 12:00;18-02-20 13:30;COL;13611;
18-02-20 12:00;18-02-20 13:30;LEVP;0;ABSCENCE
18-02-20 12:00;18-02-20 13:30;PAA;10339;
18-02-20 12:00;18-02-20 13:30;DANA;0;REUNION
18-02-20 13:30;18-02-20 14:00;COL;14775;
18-02-20 13:30;18-02-20 14:45;DANA;11260;
18-02-20 14:00;18-02-20 14:30;COL;9621;
18-02-20 14:30;18-02-20 15:00;COL;16193;
18-02-20 14:45;18-02-20 15:30;DANA;13409;
18-02-20 15:00;18-02-20 15:30;COL;16042;
18-02-20 15:30;18-02-20 16:30;DANA;15872;
18-02-20 15:30;18-02-20 16:00;COL;16151;
18-02-20 16:00;18-02-20 16:15;COL;15576;
18-02-20 16:15;18-02-20 16:30;COL;13918;
18-02-20 16:30;18-02-20 17:00;DANA;14496;
18-02-20 16:30;18-02-20 17:00;COL;16158;
18-02-20 17:00;18-02-20 17:15;DANA;8763;
18-02-20 17:00;18-02-20 17:30;COL;15959;
18-02-20 17:15;18-02-20 18:00;DANA;16105;
19-02-20 09:00;19-02-20 10:00;PAA;11198;
19-02-20 09:00;19-02-20 09:30;LEVP;5709;
19-02-20 09:30;19-02-20 10:00;LEVP;7415;
19-02-20 10:00;19-02-20 10:15;PAA;14079;
19-02-20 10:00;19-02-20 10:30;LEVP;16292;
19-02-20 10:30;19-02-20 12:00;LEVP;14998;
19-02-20 10:30;19-02-20 11:00;PAA;15175;
19-02-20 11:00;19-02-20 12:00;PAA;10703;
19-02-20 12:00;19-02-20 12:30;PAA;11896;
19-02-20 13:00;19-02-20 13:30;LEVP;0;ABSCENCE
19-02-20 13:30;19-02-20 13:45;LEVP;16070;
19-02-20 13:30;19-02-20 14:00;PAA;15229;
19-02-20 13:45;19-02-20 14:00;LEVP;16132;
19-02-20 14:00;19-02-20 14:30;PAA;14023;
19-02-20 14:00;19-02-20 14:30;LEVP;16288;
19-02-20 14:30;19-02-20 14:45;LEVP;14476;
19-02-20 14:30;19-02-20 15:00;PAA;11008;
19-02-20 14:45;19-02-20 15:00;LEVP;10832;
19-02-20 15:00;19-02-20 15:15;LEVP;10833;
19-02-20 15:00;19-02-20 15:30;PAA;15165;
19-02-20 15:15;19-02-20 15:30;LEVP;11243;
19-02-20 15:30;19-02-20 15:45;LEVP;13169;
19-02-20 15:30;19-02-20 16:00;PAA;14595;
19-02-20 15:45;19-02-20 16:00;LEVP;0;ABSCENCE
19-02-20 16:00;19-02-20 16:30;PAA;4839;
19-02-20 16:00;19-02-20 16:15;LEVP;12461;
19-02-20 16:15;19-02-20 16:30;LEVP;10703;
19-02-20 16:30;19-02-20 16:45;LEVP;12895;
19-02-20 16:30;19-02-20 17:00;PAA;14984;
19-02-20 16:45;19-02-20 17:15;LEVP;11681;
19-02-20 17:00;19-02-20 17:15;PAA;14483;
19-02-20 17:15;19-02-20 17:45;LEVP;5098;
19-02-20 17:15;19-02-20 17:30;PAA;14484;
19-02-20 17:45;19-02-20 18:00;LEVP;0;ABSCENCE
20-02-20 08:45;20-02-20 09:30;DJP;16062;
20-02-20 09:00;20-02-20 09:30;LEVP;5161;
20-02-20 09:30;20-02-20 10:15;LEVP;15847;
20-02-20 09:30;20-02-20 10:00;DJP;15071;
20-02-20 10:00;20-02-20 10:30;DJP;15830;
20-02-20 10:15;20-02-20 10:45;LEVP;14395;
20-02-20 10:30;20-02-20 11:00;DJP;14987;
20-02-20 10:45;20-02-20 11:15;LEVP;16317;
20-02-20 11:00;20-02-20 11:30;DJP;16147;
20-02-20 11:15;20-02-20 12:00;LEVP;16185;
20-02-20 11:30;20-02-20 12:15;DJP;13731;
20-02-20 12:15;20-02-20 14:00;DJP;0;stop
20-02-20 13:00;20-02-20 13:45;LEVP;5064;
20-02-20 13:45;20-02-20 14:15;LEVP;9081;
20-02-20 14:00;20-02-20 14:30;DJP;16246;
20-02-20 14:15;20-02-20 14:45;LEVP;5117;
20-02-20 14:30;20-02-20 15:00;DJP;15151;
20-02-20 14:45;20-02-20 15:15;LEVP;5581;
20-02-20 15:00;20-02-20 15:30;DJP;13107;
20-02-20 15:15;20-02-20 16:00;LEVP;12700;
20-02-20 15:30;20-02-20 16:00;DJP;16205;
20-02-20 16:00;20-02-20 16:30;DJP;16119;
20-02-20 16:00;20-02-20 16:30;LEVP;12306;
20-02-20 16:30;20-02-20 17:00;DJP;11636;
20-02-20 16:30;20-02-20 17:00;LEVP;5263;
20-02-20 17:00;20-02-20 17:30;DJP;16251;
20-02-20 17:15;20-02-20 17:30;LEVP;0;ABSCENCE
21-02-20 07:00;21-02-20 23:45;COL;0;Congés annuels
21-02-20 08:45;21-02-20 09:22;DJP;13220;
21-02-20 09:00;21-02-20 10:00;DANA;0;ABSCENCE
21-02-20 09:00;21-02-20 17:00;LEVP;0;ABSCENCE
21-02-20 09:15;21-02-20 10:00;DJP;16190;
21-02-20 10:00;21-02-20 10:30;DJP;9740;
21-02-20 10:00;21-02-20 10:30;DANA;9629;
21-02-20 10:30;21-02-20 11:15;DJP;12375;
21-02-20 10:30;21-02-20 11:15;DANA;7207;
21-02-20 11:15;21-02-20 12:00;DJP;11286;
21-02-20 11:15;21-02-20 12:00;DANA;15714;
21-02-20 13:30;21-02-20 14:30;DANA;15839;
21-02-20 14:00;21-02-20 14:30;COL;6757;
21-02-20 14:30;21-02-20 15:00;DANA;6620;
21-02-20 15:00;21-02-20 15:30;DANA;15337;
21-02-20 15:30;21-02-20 16:00;DANA;14667;
21-02-20 16:00;21-02-20 16:45;DANA;13664;
21-02-20 16:45;21-02-20 17:15;DANA;8772;
24-02-20 07:00;24-02-20 23:45;DJP;13165;
24-02-20 08:00;24-02-20 08:30;LEVP;0;ABSCENCE
24-02-20 09:30;24-02-20 17:30;LEVP;0;ABSCENCE
24-02-20 14:30;24-02-20 15:00;DJP;3995;
24-02-20 16:15;24-02-20 16:45;DJP;16237;
24-02-20 16:45;24-02-20 17:30;DJP;13107;
25-02-20 07:00;25-02-20 23:45;COL;0;Congés annuels
25-02-20 08:00;25-02-20 08:15;DANA;0;ABSCENCE
25-02-20 08:30;25-02-20 08:45;PAA;10339;
25-02-20 08:30;25-02-20 09:00;DANA;13297;
25-02-20 09:00;25-02-20 19:00;PAA;10339;
25-02-20 09:00;25-02-20 09:15;DANA;15944;
25-02-20 09:15;25-02-20 10:00;DANA;15827;
25-02-20 10:00;25-02-20 10:30;DANA;10932;
25-02-20 10:30;25-02-20 11:00;DANA;7222;
25-02-20 11:00;25-02-20 11:30;DANA;8936;
25-02-20 11:30;25-02-20 12:00;DANA;8585;
25-02-20 13:00;25-02-20 13:45;DANA;7207;
25-02-20 13:45;25-02-20 14:30;DANA;12170;
25-02-20 14:30;25-02-20 15:00;DANA;13583;
25-02-20 15:00;25-02-20 15:30;DANA;14592;
25-02-20 15:30;25-02-20 16:00;DANA;4809;
25-02-20 16:00;25-02-20 16:45;DANA;6238;
25-02-20 16:45;25-02-20 17:15;DANA;12495;
25-02-20 17:15;25-02-20 17:30;DANA;8888;
25-02-20 17:30;25-02-20 18:00;DANA;11946;
26-02-20 08:15;26-02-20 08:45;LEVP;0;ABSCENCE
26-02-20 08:30;26-02-20 08:45;PAA;10339;
26-02-20 09:00;26-02-20 17:30;PAA;10339;
26-02-20 09:00;26-02-20 09:30;LEVP;4415;
26-02-20 09:30;26-02-20 10:00;LEVP;16249;
26-02-20 10:00;26-02-20 10:45;LEVP;11286;
26-02-20 10:45;26-02-20 11:15;LEVP;11964;
26-02-20 11:15;26-02-20 12:00;LEVP;6926;
26-02-20 13:00;26-02-20 13:15;LEVP;15579;
26-02-20 15:30;26-02-20 16:00;LEVP;14533;
26-02-20 16:00;26-02-20 16:15;LEVP;15390;
26-02-20 16:15;26-02-20 16:45;LEVP;15389;
26-02-20 16:45;26-02-20 17:15;LEVP;16313;
26-02-20 17:15;26-02-20 17:45;LEVP;16312;
26-02-20 17:45;26-02-20 18:00;LEVP;0;ABSCENCE
27-02-20 07:00;27-02-20 23:45;DJP;0;CONGE
27-02-20 08:00;27-02-20 08:30;LEVP;0;ABSCENCE
27-02-20 10:00;27-02-20 10:30;LEVP;5577;
27-02-20 11:00;27-02-20 11:45;DJP;16147;
27-02-20 11:15;27-02-20 12:00;LEVP;5194;
27-02-20 13:00;27-02-20 14:00;LEVP;13648;
27-02-20 15:30;27-02-20 16:00;DJP;16205;
27-02-20 15:45;27-02-20 16:30;LEVP;12308;
27-02-20 16:30;27-02-20 17:15;LEVP;5665;
27-02-20 16:30;27-02-20 16:45;DJP;12449;
27-02-20 16:45;27-02-20 17:00;DJP;9954;
27-02-20 17:00;27-02-20 17:30;DJP;16248;
27-02-20 17:15;27-02-20 17:30;LEVP;0;ABSCENCE
28-02-20 07:00;28-02-20 23:45;DJP;0;CONGE
28-02-20 07:00;28-02-20 23:45;COL;0;Congés annuels
28-02-20 08:45;28-02-20 09:15;DJP;13220;
28-02-20 09:00;28-02-20 10:00;DANA;0;ABSCENCE
28-02-20 09:00;28-02-20 17:00;LEVP;0;ABSCENCE
28-02-20 10:00;28-02-20 10:45;DANA;7038;
28-02-20 10:45;28-02-20 11:22;DANA;15714;
28-02-20 11:15;28-02-20 11:45;DANA;6620;
28-02-20 11:45;28-02-20 12:30;DANA;7207;
28-02-20 13:30;28-02-20 14:00;DANA;14443;
28-02-20 14:00;28-02-20 14:30;DANA;10106;
28-02-20 14:30;28-02-20 15:00;DANA;9759;
28-02-20 15:00;28-02-20 16:00;DANA;15040;
28-02-20 16:00;28-02-20 16:45;DANA;14542;
28-02-20 16:45;28-02-20 17:15;DANA;5944;
28-02-20 17:15;28-02-20 17:30;DANA;5942;
02-03-20 09:00;02-03-20 09:30;LEVP;11637;
02-03-20 09:15;02-03-20 10:00;COL;11779;
02-03-20 09:30;02-03-20 10:00;LEVP;10754;
02-03-20 10:00;02-03-20 10:30;LEVP;5514;
02-03-20 10:00;02-03-20 10:30;COL;13438;
02-03-20 10:30;02-03-20 11:15;LEVP;16203;
02-03-20 10:30;02-03-20 11:00;COL;16303;
02-03-20 11:00;02-03-20 11:30;COL;13809;
02-03-20 11:15;02-03-20 12:00;LEVP;13478;
02-03-20 11:30;02-03-20 12:15;COL;14869;
02-03-20 12:00;02-03-20 13:00;LEVP;0;ABSCENCE
02-03-20 14:00;02-03-20 14:15;DJP;16205;
02-03-20 14:00;02-03-20 14:30;LEVP;5675;
02-03-20 14:30;02-03-20 15:00;DJP;3995;
02-03-20 14:30;02-03-20 15:00;LEVP;5497;
02-03-20 15:00;02-03-20 15:30;DJP;15788;
02-03-20 15:00;02-03-20 15:30;LEVP;5197;
02-03-20 15:30;02-03-20 16:00;DJP;16223;
02-03-20 16:00;02-03-20 17:00;LEVP;5127;
02-03-20 16:00;02-03-20 16:30;DJP;16092;
02-03-20 16:30;02-03-20 17:00;DJP;13651;
02-03-20 17:00;02-03-20 17:30;DJP;15288;
02-03-20 17:30;02-03-20 19:30;LEVP;0;ABSCENCE
02-03-20 17:30;02-03-20 18:00;DJP;15955;
03-03-20 08:45;03-03-20 09:30;DANA;14084;
03-03-20 09:00;03-03-20 09:30;PAA;13432;
03-03-20 09:15;03-03-20 09:30;COL;11207;
03-03-20 09:30;03-03-20 10:15;DANA;9488;
03-03-20 09:30;03-03-20 10:00;COL;6083;
03-03-20 09:45;03-03-20 10:00;PAA;11207;
03-03-20 10:00;03-03-20 10:30;COL;6510;
03-03-20 10:00;03-03-20 10:15;PAA;15080;
03-03-20 10:15;03-03-20 11:00;DANA;11260;
03-03-20 10:15;03-03-20 11:15;PAA;16122;
03-03-20 10:30;03-03-20 11:00;COL;14696;
03-03-20 11:00;03-03-20 12:00;COL;16135;
03-03-20 11:00;03-03-20 11:45;DANA;15631;
03-03-20 11:15;03-03-20 11:30;PAA;13931;
03-03-20 11:30;03-03-20 12:00;PAA;13792;
03-03-20 12:00;03-03-20 12:45;COL;16069;
03-03-20 12:00;03-03-20 12:15;PAA;13711;
03-03-20 12:15;03-03-20 12:30;PAA;12192;
03-03-20 12:30;03-03-20 13:00;PAA;10767;
03-03-20 12:45;03-03-20 13:15;LEVP;0;ABSCENCE
03-03-20 12:45;03-03-20 13:30;COL;7194;
03-03-20 13:45;03-03-20 14:00;LEVP;5558;
03-03-20 13:45;03-03-20 14:30;DANA;15737;
03-03-20 14:00;03-03-20 14:30;COL;16287;
03-03-20 14:30;03-03-20 15:15;DANA;7419;
03-03-20 14:30;03-03-20 15:00;COL;16193;
03-03-20 15:00;03-03-20 15:30;COL;16042;
03-03-20 15:15;03-03-20 16:00;DANA;13705;
03-03-20 15:30;03-03-20 16:00;COL;16304;
03-03-20 16:00;03-03-20 16:15;COL;12203;
03-03-20 16:00;03-03-20 16:45;DANA;14668;
03-03-20 16:15;03-03-20 16:30;COL;12808;
03-03-20 16:30;03-03-20 16:45;COL;11207;
03-03-20 16:45;03-03-20 17:00;COL;13968;
03-03-20 16:45;03-03-20 17:15;DANA;15878;
03-03-20 17:00;03-03-20 17:30;COL;16158;
03-03-20 17:15;03-03-20 18:00;DANA;7425;
04-03-20 09:00;04-03-20 09:30;LEVP;14432;
04-03-20 09:00;04-03-20 09:15;PAA;15116;
04-03-20 09:15;04-03-20 09:30;PAA;14036;
04-03-20 09:30;04-03-20 10:00;LEVP;14270;
04-03-20 09:30;04-03-20 10:30;PAA;14337;
04-03-20 10:30;04-03-20 11:15;PAA;14918;
04-03-20 11:15;04-03-20 12:00;PAA;11324;
04-03-20 12:00;04-03-20 12:30;PAA;13702;
04-03-20 13:00;04-03-20 13:07;LEVP;13159;
04-03-20 13:15;04-03-20 13:22;LEVP;13160;
04-03-20 13:30;04-03-20 14:00;PAA;13951;
04-03-20 14:00;04-03-20 14:30;PAA;12052;
04-03-20 14:15;04-03-20 14:30;LEVP;10721;
04-03-20 14:30;04-03-20 15:00;PAA;6667;
04-03-20 14:30;04-03-20 14:45;LEVP;14315;
04-03-20 15:00;04-03-20 15:30;PAA;14901;
04-03-20 15:30;04-03-20 16:00;PAA;14903;
04-03-20 16:00;04-03-20 16:30;PAA;14842;
04-03-20 16:00;04-03-20 16:15;LEVP;6975;
04-03-20 16:15;04-03-20 16:30;LEVP;0;ABSCENCE
04-03-20 16:30;04-03-20 17:00;PAA;15220;
04-03-20 16:30;04-03-20 16:45;LEVP;9903;
04-03-20 16:45;04-03-20 17:07;LEVP;14346;
04-03-20 17:00;04-03-20 17:30;PAA;9277;
04-03-20 17:00;04-03-20 17:45;LEVP;13158;
04-03-20 17:45;04-03-20 18:00;LEVP;0;stop
05-03-20 08:45;05-03-20 09:30;DJP;16282;
05-03-20 09:30;05-03-20 10:00;DJP;16277;
05-03-20 10:00;05-03-20 10:30;DJP;15244;
05-03-20 10:30;05-03-20 11:00;DJP;938;
05-03-20 11:00;05-03-20 11:30;DJP;10526;
05-03-20 11:30;05-03-20 12:00;DJP;16147;
05-03-20 12:00;05-03-20 13:00;DJP;0;Délégué
05-03-20 12:45;05-03-20 14:00;LEVP;5194;
05-03-20 14:00;05-03-20 14:30;DJP;13252;
05-03-20 14:30;05-03-20 15:15;DJP;15899;
05-03-20 15:15;05-03-20 15:45;DJP;16223;
05-03-20 15:45;05-03-20 16:30;DJP;13187;
05-03-20 16:30;05-03-20 17:15;LEVP;5350;
05-03-20 16:30;05-03-20 16:45;DJP;7645;
05-03-20 16:45;05-03-20 17:30;DJP;16251;
05-03-20 17:15;05-03-20 17:30;LEVP;0;ABSCENCE
06-03-20 08:45;06-03-20 09:30;DJP;0;ABSCENCE
06-03-20 09:00;06-03-20 10:00;DANA;0;ABSCENCE
06-03-20 09:15;06-03-20 09:45;COL;13326;
06-03-20 09:30;06-03-20 10:00;DJP;13165;
06-03-20 09:45;06-03-20 10:45;COL;11628;
06-03-20 10:00;06-03-20 10:30;DANA;15888;
06-03-20 10:00;06-03-20 10:30;DJP;15788;
06-03-20 10:30;06-03-20 11:00;DJP;16110;
06-03-20 10:30;06-03-20 11:00;DANA;15714;
06-03-20 10:45;06-03-20 11:15;COL;13706;
06-03-20 11:00;06-03-20 11:30;DJP;16281;
06-03-20 11:00;06-03-20 12:00;DANA;15839;
06-03-20 11:15;06-03-20 11:45;COL;16276;
06-03-20 11:30;06-03-20 11:45;DJP;15779;
06-03-20 11:45;06-03-20 12:00;DJP;16205;
06-03-20 11:45;06-03-20 12:15;COL;13125;
06-03-20 12:15;06-03-20 12:45;COL;13534;
06-03-20 12:45;06-03-20 13:15;COL;16309;
06-03-20 13:30;06-03-20 14:00;DANA;6899;
06-03-20 13:45;06-03-20 14:45;COL;16227;
06-03-20 14:00;06-03-20 14:45;DANA;7207;
06-03-20 14:45;06-03-20 15:30;DANA;11330;
06-03-20 14:45;06-03-20 15:30;COL;15017;
06-03-20 15:30;06-03-20 16:00;DANA;9969;
06-03-20 15:30;06-03-20 16:15;COL;16127;
06-03-20 16:00;06-03-20 16:30;DANA;10346;
06-03-20 16:15;06-03-20 16:30;COL;15241;
06-03-20 16:30;06-03-20 17:00;DANA;9375;
06-03-20 16:30;06-03-20 16:45;COL;15561;
06-03-20 16:45;06-03-20 17:00;COL;14473;
06-03-20 17:00;06-03-20 17:30;COL;14023;
06-03-20 17:00;06-03-20 17:30;DANA;10144;
09-03-20 09:00;09-03-20 09:30;LEVP;14462;
09-03-20 09:15;09-03-20 09:30;COL;14007;
09-03-20 09:15;09-03-20 11:15;COL;13509;
09-03-20 09:30;09-03-20 10:00;LEVP;14475;
09-03-20 10:00;09-03-20 10:30;LEVP;8071;
09-03-20 10:30;09-03-20 11:15;LEVP;16183;
09-03-20 11:15;09-03-20 12:00;LEVP;16203;
09-03-20 12:00;09-03-20 13:00;LEVP;0;ABSCENCE
09-03-20 13:30;09-03-20 14:00;LEVP;6027;
09-03-20 14:00;09-03-20 14:30;LEVP;14601;
09-03-20 14:00;09-03-20 14:30;DJP;16263;
09-03-20 14:30;09-03-20 15:00;DJP;3995;
09-03-20 15:00;09-03-20 15:30;DJP;15243;
09-03-20 15:30;09-03-20 15:45;DJP;15634;
09-03-20 15:45;09-03-20 16:30;DJP;16223;
09-03-20 16:30;09-03-20 17:00;DJP;16092;
09-03-20 17:00;09-03-20 17:30;DJP;15955;
09-03-20 17:15;09-03-20 17:45;LEVP;16175;
09-03-20 17:30;09-03-20 18:00;DJP;14419;
09-03-20 17:45;09-03-20 17:52;LEVP;0;ABSCENCE
10-03-20 08:30;10-03-20 09:15;DANA;11900;
10-03-20 09:00;10-03-20 09:30;PAA;13890;
10-03-20 09:15;10-03-20 09:30;COL;14007;
10-03-20 09:15;10-03-20 09:45;DANA;13742;
10-03-20 09:15;10-03-20 10:00;COL;14938;
10-03-20 09:30;10-03-20 10:00;PAA;14130;
10-03-20 09:45;10-03-20 10:30;DANA;6846;
10-03-20 10:00;10-03-20 10:30;COL;14710;
10-03-20 10:30;10-03-20 11:15;DANA;15312;
10-03-20 10:30;10-03-20 11:00;COL;14696;
10-03-20 11:00;10-03-20 11:45;PAA;15115;
10-03-20 11:00;10-03-20 11:30;COL;16305;
10-03-20 11:15;10-03-20 11:45;DANA;7348;
10-03-20 11:30;10-03-20 12:00;COL;11501;
10-03-20 11:45;10-03-20 12:00;PAA;16278;
10-03-20 12:00;10-03-20 12:45;COL;16069;
10-03-20 12:00;10-03-20 12:15;PAA;13950;
