cuein;cueout;resource;visitor;note
10-03-20 12:30;10-03-20 13:00;PAA;10705;
10-03-20 12:45;10-03-20 13:15;COL;0;ABSCENCE
10-03-20 13:00;10-03-20 13:30;DANA;7207;
10-03-20 13:00;10-03-20 13:15;LEVP;0;ABSCENCE
10-03-20 13:15;10-03-20 14:00;COL;3263;
10-03-20 13:30;10-03-20 14:15;DANA;11260;
10-03-20 14:00;10-03-20 14:30;COL;12718;
10-03-20 14:15;10-03-20 15:00;DANA;8584;
10-03-20 14:30;10-03-20 15:00;COL;16193;
10-03-20 15:00;10-03-20 15:30;DANA;7371;
10-03-20 15:00;10-03-20 15:45;COL;15950;
10-03-20 15:30;10-03-20 16:00;DANA;8636;
10-03-20 16:00;10-03-20 16:30;DANA;10413;
10-03-20 16:00;10-03-20 16:15;COL;13772;
10-03-20 16:15;10-03-20 16:30;COL;13771;
10-03-20 16:30;10-03-20 17:00;DANA;9618;
10-03-20 16:30;10-03-20 16:45;COL;15889;
10-03-20 16:45;10-03-20 17:00;COL;12570;
10-03-20 17:00;10-03-20 17:15;COL;12263;
10-03-20 17:00;10-03-20 18:00;DANA;16105;
10-03-20 17:15;10-03-20 17:30;COL;12571;
11-03-20 09:00;11-03-20 09:45;PAA;10767;
11-03-20 09:45;11-03-20 10:30;PAA;14843;
11-03-20 10:30;11-03-20 11:15;PAA;15261;
11-03-20 11:00;11-03-20 12:00;LEVP;2069;
11-03-20 11:30;11-03-20 12:30;PAA;14439;
11-03-20 13:00;11-03-20 13:30;LEVP;0;ABSCENCE
11-03-20 13:30;11-03-20 13:45;LEVP;14078;
11-03-20 13:30;11-03-20 14:00;PAA;16084;
11-03-20 14:00;11-03-20 14:15;LEVP;15073;
11-03-20 14:00;11-03-20 14:30;PAA;14920;
11-03-20 14:30;11-03-20 15:00;PAA;9627;
11-03-20 15:00;11-03-20 15:30;PAA;15005;
11-03-20 15:30;11-03-20 16:00;PAA;14547;
11-03-20 16:00;11-03-20 16:15;PAA;14548;
11-03-20 16:00;11-03-20 16:15;LEVP;15164;
11-03-20 16:15;11-03-20 16:45;PAA;13841;
11-03-20 16:15;11-03-20 16:45;LEVP;5460;
11-03-20 16:45;11-03-20 17:00;PAA;13953;
11-03-20 17:00;11-03-20 17:15;LEVP;16108;
11-03-20 17:15;11-03-20 17:52;LEVP;16107;
12-03-20 09:00;12-03-20 09:30;DJP;13731;
12-03-20 09:30;12-03-20 10:00;DJP;13165;
12-03-20 10:00;12-03-20 10:30;DJP;11190;
12-03-20 10:30;12-03-20 11:00;DJP;14558;
12-03-20 11:00;12-03-20 11:30;DJP;16147;
12-03-20 11:30;12-03-20 12:00;LEVP;5194;
12-03-20 11:30;12-03-20 12:00;DJP;16277;
12-03-20 12:00;12-03-20 12:30;DJP;3272;
12-03-20 13:00;12-03-20 13:30;LEVP;13917;
12-03-20 14:00;12-03-20 14:30;DJP;16263;
12-03-20 14:30;12-03-20 15:00;DJP;15899;
12-03-20 15:00;12-03-20 15:45;DJP;880;
12-03-20 15:45;12-03-20 16:30;DJP;13187;
12-03-20 16:30;12-03-20 17:15;DJP;16251;
12-03-20 17:15;12-03-20 17:30;LEVP;0;ABSCENCE
13-03-20 09:00;13-03-20 09:30;DJP;16299;
13-03-20 09:00;13-03-20 17:00;DANA;0;ABSCENCE
13-03-20 09:15;13-03-20 10:45;COL;12220;
13-03-20 09:30;13-03-20 10:00;DJP;16300;
13-03-20 10:00;13-03-20 10:30;DJP;10913;
13-03-20 10:30;13-03-20 11:15;DJP;16094;
13-03-20 10:45;13-03-20 11:15;COL;15955;
13-03-20 11:15;13-03-20 12:00;COL;13334;
13-03-20 11:30;13-03-20 12:00;DJP;2245;
13-03-20 12:00;13-03-20 12:45;COL;13019;
13-03-20 12:45;13-03-20 13:15;COL;15769;
13-03-20 13:45;13-03-20 14:15;COL;14186;
13-03-20 14:15;13-03-20 14:45;COL;15993;
13-03-20 14:45;13-03-20 15:30;COL;15017;
13-03-20 15:30;13-03-20 16:15;COL;16127;
13-03-20 16:15;13-03-20 16:30;COL;15545;
13-03-20 16:30;13-03-20 16:45;COL;12044;
13-03-20 16:45;13-03-20 17:00;COL;12603;
13-03-20 17:00;13-03-20 17:30;COL;16158;
16-03-20 09:00;16-03-20 17:00;LEVP;0;ABSCENCE
16-03-20 10:00;16-03-20 10:45;COL;16096;
16-03-20 10:00;16-03-20 10:30;LEVP;5180;
16-03-20 14:00;16-03-20 14:15;DJP;108;
16-03-20 14:15;16-03-20 14:30;DJP;16147;
16-03-20 14:30;16-03-20 15:00;DJP;3995;
16-03-20 15:00;16-03-20 15:30;DJP;14721;
16-03-20 15:30;16-03-20 16:00;DJP;0;simonis
16-03-20 16:00;16-03-20 16:15;DJP;15725;
16-03-20 16:15;16-03-20 16:45;DJP;16092;
16-03-20 16:45;16-03-20 17:15;DJP;482;
16-03-20 17:15;16-03-20 18:00;DJP;7601;
17-03-20 08:30;17-03-20 16:30;DANA;0;ABSCENCE
17-03-20 09:15;17-03-20 09:30;PAA;13779;
17-03-20 09:15;17-03-20 10:30;COL;13509;
17-03-20 09:30;17-03-20 10:00;PAA;15232;
17-03-20 10:00;17-03-20 11:00;PAA;16083;
17-03-20 10:30;17-03-20 11:00;COL;14696;
17-03-20 11:00;17-03-20 11:30;COL;16306;
17-03-20 11:00;17-03-20 11:15;PAA;15178;
17-03-20 11:30;17-03-20 12:00;PAA;13970;
17-03-20 11:30;17-03-20 12:00;COL;15465;
17-03-20 12:00;17-03-20 12:30;COL;16046;
17-03-20 12:30;17-03-20 13:15;COL;11755;
17-03-20 14:00;17-03-20 14:30;COL;11393;
17-03-20 14:30;17-03-20 15:00;COL;16193;
17-03-20 15:00;17-03-20 15:30;COL;11026;
17-03-20 15:30;17-03-20 15:45;COL;13219;
17-03-20 15:45;17-03-20 16:15;COL;15774;
17-03-20 16:15;17-03-20 16:30;COL;12896;
17-03-20 16:30;17-03-20 16:45;COL;13317;
17-03-20 16:45;17-03-20 17:30;COL;15959;
18-03-20 08:30;18-03-20 16:30;LEVP;0;ABSCENCE
18-03-20 09:00;18-03-20 09:30;PAA;16088;
18-03-20 09:00;18-03-20 09:30;LEVP;9828;
18-03-20 10:00;18-03-20 10:30;PAA;15175;
18-03-20 10:30;18-03-20 11:00;PAA;15954;
18-03-20 11:00;18-03-20 12:00;PAA;15965;
18-03-20 12:15;18-03-20 12:30;PAA;15006;
18-03-20 13:30;18-03-20 14:00;PAA;10767;
18-03-20 13:30;18-03-20 13:45;LEVP;12365;
18-03-20 13:45;18-03-20 14:15;LEVP;11196;
18-03-20 14:00;18-03-20 14:30;PAA;6541;
18-03-20 14:30;18-03-20 15:00;PAA;10150;
18-03-20 15:00;18-03-20 15:30;PAA;9384;
18-03-20 15:30;18-03-20 16:00;PAA;14511;
18-03-20 16:00;18-03-20 16:30;PAA;14080;
18-03-20 16:30;18-03-20 17:00;PAA;14422;
18-03-20 17:00;18-03-20 17:30;PAA;14483;
19-03-20 08:30;19-03-20 16:30;LEVP;0;ABSCENCE
19-03-20 08:45;19-03-20 09:30;DJP;11134;
19-03-20 09:30;19-03-20 10:00;DJP;15634;
19-03-20 10:00;19-03-20 10:15;DJP;12324;
19-03-20 10:15;19-03-20 11:00;DJP;11190;
19-03-20 11:00;19-03-20 11:30;DJP;16147;
19-03-20 11:30;19-03-20 12:00;DJP;15830;
19-03-20 12:00;19-03-20 12:30;LEVP;0;délégué
19-03-20 12:00;19-03-20 12:45;DJP;0;délégué
19-03-20 14:00;19-03-20 14:30;DJP;15151;
19-03-20 14:30;19-03-20 15:00;DJP;4630;
19-03-20 15:00;19-03-20 15:30;DJP;1044;
19-03-20 15:30;19-03-20 15:45;DJP;3751;
19-03-20 16:00;19-03-20 16:30;DJP;51;
19-03-20 16:30;19-03-20 17:00;DJP;8622;
19-03-20 17:00;19-03-20 17:30;DJP;15205;
20-03-20 07:00;20-03-20 23:45;COL;0;ABSCENCE
20-03-20 08:45;20-03-20 09:30;DJP;0;ABSCENCE
20-03-20 09:00;20-03-20 18:15;DANA;0;ABSCENCE
20-03-20 09:30;20-03-20 10:15;DJP;16263;
20-03-20 10:15;20-03-20 11:00;DJP;569;
20-03-20 11:00;20-03-20 11:30;DJP;2992;
20-03-20 11:30;20-03-20 12:00;DJP;2993;
20-03-20 12:00;20-03-20 12:30;COL;12291;
20-03-20 16:30;20-03-20 16:45;COL;11070;
20-03-20 16:45;20-03-20 17:00;COL;11069;
20-03-20 17:00;20-03-20 17:15;COL;10977;
20-03-20 17:15;20-03-20 17:30;COL;13350;
23-03-20 09:00;23-03-20 09:30;LEVP;12060;
23-03-20 09:30;23-03-20 10:00;LEVP;5353;
23-03-20 10:00;23-03-20 10:30;LEVP;14260;
23-03-20 11:30;23-03-20 12:00;LEVP;5377;
23-03-20 12:00;23-03-20 13:00;LEVP;0;ABSCENCE
23-03-20 13:00;23-03-20 13:30;LEVP;3671;
23-03-20 14:00;23-03-20 14:30;DJP;15566;
23-03-20 14:30;23-03-20 15:00;DJP;3995;
23-03-20 15:00;23-03-20 16:00;DJP;3876;
23-03-20 16:00;23-03-20 16:30;DJP;12872;
23-03-20 16:30;23-03-20 17:00;DJP;14721;
23-03-20 17:00;23-03-20 17:30;DJP;15782;
23-03-20 17:15;23-03-20 18:00;LEVP;2063;
23-03-20 17:30;23-03-20 18:00;DJP;12430;
24-03-20 08:30;24-03-20 09:00;DANA;9778;
24-03-20 09:00;24-03-20 13:00;PAA;10339;
24-03-20 09:15;24-03-20 10:30;COL;13509;
24-03-20 09:30;24-03-20 10:00;DANA;5938;
24-03-20 10:00;24-03-20 10:15;DANA;15828;
24-03-20 10:15;24-03-20 12:00;DANA;2183;
24-03-20 10:30;24-03-20 11:00;COL;14696;
24-03-20 11:00;24-03-20 11:15;COL;13434;
24-03-20 11:15;24-03-20 11:30;COL;13890;
24-03-20 11:30;24-03-20 12:15;COL;16228;
24-03-20 13:30;24-03-20 14:15;DANA;11260;
24-03-20 14:15;24-03-20 15:00;DANA;15730;
24-03-20 14:30;24-03-20 15:00;COL;16193;
24-03-20 15:00;24-03-20 15:30;DANA;15401;
24-03-20 15:00;24-03-20 15:45;COL;12123;
24-03-20 15:30;24-03-20 16:00;DANA;11330;
24-03-20 15:45;24-03-20 16:30;COL;12965;
24-03-20 16:00;24-03-20 16:45;DANA;9371;
24-03-20 16:30;24-03-20 16:45;COL;14190;
24-03-20 16:45;24-03-20 17:15;DANA;14815;
24-03-20 16:45;24-03-20 17:30;COL;15959;
24-03-20 17:15;24-03-20 18:00;DANA;8587;
25-03-20 09:00;25-03-20 09:15;PAA;15978;
25-03-20 10:00;25-03-20 11:00;PAA;10932;
25-03-20 11:00;25-03-20 11:30;PAA;16188;
25-03-20 11:30;25-03-20 12:00;PAA;15006;
25-03-20 11:30;25-03-20 12:00;LEVP;5148;
25-03-20 12:00;25-03-20 12:30;PAA;16258;
25-03-20 13:30;25-03-20 14:00;PAA;15313;
25-03-20 14:00;25-03-20 14:30;PAA;11198;
25-03-20 14:30;25-03-20 15:00;PAA;10144;
25-03-20 15:00;25-03-20 15:30;PAA;14598;
25-03-20 15:30;25-03-20 16:00;PAA;14023;
25-03-20 16:00;25-03-20 16:30;PAA;10339;
25-03-20 16:30;25-03-20 17:00;PAA;14458;
25-03-20 17:00;25-03-20 17:30;PAA;14665;
26-03-20 08:45;26-03-20 09:30;DJP;8933;
26-03-20 09:30;26-03-20 10:15;DJP;11190;
26-03-20 10:15;26-03-20 10:45;DJP;16291;
26-03-20 10:45;26-03-20 11:30;DJP;15858;
26-03-20 11:30;26-03-20 12:00;DJP;10853;
26-03-20 11:30;26-03-20 12:00;LEVP;5194;
26-03-20 14:00;26-03-20 14:30;DJP;16308;
26-03-20 14:30;26-03-20 15:15;DJP;16129;
26-03-20 15:15;26-03-20 16:00;DJP;12471;
26-03-20 16:00;26-03-20 16:30;DJP;11636;
26-03-20 16:30;26-03-20 17:00;DJP;15205;
26-03-20 17:00;26-03-20 17:30;DJP;8578;
27-03-20 09:00;27-03-20 09:45;DJP;76;
27-03-20 09:00;27-03-20 10:00;DANA;0;ABSCENCE
27-03-20 09:15;27-03-20 09:45;COL;15936;
27-03-20 09:45;27-03-20 10:15;DJP;6316;
27-03-20 09:45;27-03-20 10:30;COL;14007;
27-03-20 10:00;27-03-20 10:45;DANA;1762;
27-03-20 10:15;27-03-20 10:45;DJP;1456;
27-03-20 10:45;27-03-20 11:15;DJP;5689;
27-03-20 12:00;27-03-20 13:30;PAA;13611;
27-03-20 12:00;27-03-20 13:30;LEVP;0;ABSCENCE
27-03-20 12:00;27-03-20 13:30;COL;13611;
27-03-20 12:00;27-03-20 13:30;DJP;13611;
27-03-20 12:00;27-03-20 13:30;DANA;0;REUNION
27-03-20 14:00;27-03-20 14:45;COL;11453;
27-03-20 15:30;27-03-20 16:15;DANA;14980;
27-03-20 15:45;27-03-20 16:00;COL;12963;
27-03-20 16:00;27-03-20 16:15;COL;11198;
27-03-20 16:15;27-03-20 17:00;DANA;12332;
27-03-20 16:45;27-03-20 17:30;COL;12276;
27-03-20 17:00;27-03-20 17:30;DANA;10555;
28-03-20 07:00;28-03-20 23:45;COL;0;Congés annuels
30-03-20 07:00;30-03-20 23:45;COL;0;Congés annuels
30-03-20 13:00;30-03-20 13:30;LEVP;5670;
30-03-20 14:00;30-03-20 14:45;DJP;8908;
30-03-20 14:45;30-03-20 15:00;DJP;7317;
30-03-20 15:00;30-03-20 15:15;DJP;3995;
30-03-20 15:30;30-03-20 16:00;DJP;13840;
30-03-20 16:00;30-03-20 16:30;DJP;16263;
30-03-20 16:30;30-03-20 17:00;DJP;12247;
30-03-20 17:00;30-03-20 17:30;DJP;14721;
30-03-20 17:30;30-03-20 18:00;DJP;7601;
31-03-20 07:00;31-03-20 23:45;COL;0;Congés annuels
31-03-20 08:30;31-03-20 09:15;DANA;6628;
31-03-20 09:15;31-03-20 10:00;DANA;6064;
31-03-20 09:15;31-03-20 09:45;COL;5023;
31-03-20 10:00;31-03-20 11:00;PAA;10703;
31-03-20 10:00;31-03-20 10:30;DANA;10668;
31-03-20 10:30;31-03-20 11:15;DANA;8623;
31-03-20 11:15;31-03-20 12:00;DANA;11260;
31-03-20 13:30;31-03-20 15:00;DANA;2183;
31-03-20 16:00;31-03-20 16:15;COL;15810;
31-03-20 17:15;31-03-20 18:00;DANA;8252;
01-04-20 09:00;01-04-20 09:15;PAA;12802;
01-04-20 09:15;01-04-20 10:00;PAA;11324;
01-04-20 10:00;01-04-20 11:00;PAA;13771;
01-04-20 11:00;01-04-20 12:00;PAA;7857;
01-04-20 13:30;01-04-20 14:00;PAA;15229;
01-04-20 13:30;01-04-20 13:37;LEVP;12956;
01-04-20 14:00;01-04-20 14:30;PAA;15165;
01-04-20 14:30;01-04-20 15:00;PAA;16122;
01-04-20 15:00;01-04-20 15:30;PAA;4839;
01-04-20 16:00;01-04-20 16:30;PAA;14595;
01-04-20 16:30;01-04-20 17:00;PAA;14984;
01-04-20 17:00;01-04-20 17:30;PAA;13701;
02-04-20 08:45;02-04-20 09:30;DJP;11134;
02-04-20 10:00;02-04-20 10:30;DJP;14069;
02-04-20 10:30;02-04-20 11:15;DJP;8292;
02-04-20 11:30;02-04-20 12:00;LEVP;5194;
02-04-20 14:00;02-04-20 14:45;DJP;16129;
02-04-20 15:30;02-04-20 16:00;DJP;14109;
02-04-20 16:00;02-04-20 16:30;DJP;11636;
02-04-20 16:30;02-04-20 17:00;DJP;15205;
03-04-20 07:00;03-04-20 23:45;COL;0;Congés annuels
03-04-20 08:45;03-04-20 09:30;DJP;0;ABSCENCE
03-04-20 09:00;03-04-20 10:00;DANA;0;ABSCENCE
03-04-20 09:30;03-04-20 10:00;DJP;76;
03-04-20 10:00;03-04-20 10:30;DJP;16263;
03-04-20 10:30;03-04-20 11:15;DJP;16129;
03-04-20 16:45;03-04-20 17:30;DANA;9596;
03-04-20 17:00;03-04-20 17:15;COL;15645;
03-04-20 17:15;03-04-20 17:30;COL;15646;
06-04-20 08:00;06-04-20 08:15;COL;0;Congés annuels
06-04-20 08:15;06-04-20 08:45;LEVP;0;ABSCENCE
06-04-20 14:00;06-04-20 14:15;LEVP;12600;
06-04-20 14:00;06-04-20 14:15;DJP;16263;
06-04-20 14:15;06-04-20 15:15;DJP;3876;
06-04-20 14:15;06-04-20 14:30;LEVP;13749;
06-04-20 15:15;06-04-20 15:45;DJP;8292;
06-04-20 15:45;06-04-20 16:15;DJP;1112;
06-04-20 16:30;06-04-20 17:00;DJP;13676;
07-04-20 08:00;07-04-20 08:15;DANA;0;ABSCENCE
07-04-20 08:30;07-04-20 09:15;DANA;7039;
07-04-20 09:00;07-04-20 19:00;PAA;10339;
07-04-20 09:15;07-04-20 09:45;COL;8009;
07-04-20 09:15;07-04-20 10:00;DANA;14082;
07-04-20 09:45;07-04-20 10:15;COL;11996;
07-04-20 10:00;07-04-20 10:45;DANA;14999;
07-04-20 10:15;07-04-20 10:45;COL;8027;
07-04-20 10:45;07-04-20 11:00;COL;14791;
07-04-20 10:45;07-04-20 11:30;DANA;14032;
07-04-20 11:00;07-04-20 11:15;COL;11735;
07-04-20 11:15;07-04-20 11:45;COL;12008;
07-04-20 11:30;07-04-20 12:15;DANA;13458;
07-04-20 11:45;07-04-20 12:00;COL;12135;
07-04-20 13:30;07-04-20 14:00;DANA;13231;
07-04-20 14:00;07-04-20 14:30;DANA;15905;
07-04-20 14:30;07-04-20 15:00;DANA;14026;
07-04-20 15:00;07-04-20 15:30;DANA;14750;
07-04-20 15:30;07-04-20 16:15;DANA;11260;
07-04-20 16:45;07-04-20 17:15;DANA;8606;
07-04-20 16:45;07-04-20 17:30;COL;12276;
07-04-20 17:15;07-04-20 18:00;DANA;877;
08-04-20 09:00;08-04-20 17:30;PAA;10339;
09-04-20 08:45;09-04-20 09:30;DJP;739;
09-04-20 10:00;09-04-20 10:30;LEVP;2359;
09-04-20 14:00;09-04-20 14:30;DJP;9561;
09-04-20 14:30;09-04-20 14:45;DJP;11930;
09-04-20 14:45;09-04-20 15:00;DJP;11931;
09-04-20 16:45;09-04-20 17:30;LEVP;5107;
10-04-20 08:45;10-04-20 09:30;DJP;0;ABSCENCE
10-04-20 09:15;10-04-20 10:00;COL;14007;
10-04-20 09:30;10-04-20 10:45;DANA;2183;
10-04-20 10:45;10-04-20 11:15;DANA;9361;
10-04-20 11:15;10-04-20 11:30;DANA;6829;
10-04-20 11:30;10-04-20 12:30;DANA;4584;
10-04-20 13:30;10-04-20 14:00;DANA;10235;
10-04-20 13:45;10-04-20 14:15;COL;15538;
10-04-20 14:00;10-04-20 14:30;DANA;11702;
10-04-20 14:30;10-04-20 15:00;DANA;13370;
10-04-20 15:00;10-04-20 15:30;DANA;12894;
10-04-20 16:45;10-04-20 17:30;DANA;11033;
10-04-20 17:00;10-04-20 17:30;COL;15559;
13-04-20 08:00;13-04-20 17:30;COL;0;ABSCENCE
13-04-20 08:00;13-04-20 18:30;DJP;0;ABSCENCE
13-04-20 08:15;13-04-20 08:45;LEVP;0;ABSCENCE
13-04-20 09:00;13-04-20 17:00;LEVP;0;ABSCENCE
13-04-20 09:00;13-04-20 16:30;LEVP;0;ABSCENCE
14-04-20 07:00;14-04-20 23:45;COL;0;ABSCENCE
14-04-20 08:00;14-04-20 08:15;DANA;0;ABSCENCE
14-04-20 09:00;14-04-20 19:00;PAA;10339;
14-04-20 09:15;14-04-20 09:45;COL;13168;
14-04-20 09:45;14-04-20 10:15;COL;8179;
14-04-20 11:00;14-04-20 11:45;DANA;11260;
14-04-20 13:30;14-04-20 14:15;DANA;13009;
14-04-20 14:15;14-04-20 15:00;DANA;8034;
14-04-20 14:30;14-04-20 15:00;COL;14620;
14-04-20 15:30;14-04-20 16:00;DANA;14643;
14-04-20 16:00;14-04-20 18:00;DANA;4917;
15-04-20 09:00;15-04-20 17:30;PAA;10339;
15-04-20 09:00;15-04-20 09:15;LEVP;15425;
15-04-20 10:00;15-04-20 10:30;PAA;14080;
15-04-20 11:30;15-04-20 12:00;PAA;13792;
15-04-20 13:00;15-04-20 13:15;LEVP;13613;
15-04-20 13:15;15-04-20 13:30;LEVP;13545;
15-04-20 13:30;15-04-20 14:00;PAA;12052;
15-04-20 13:30;15-04-20 13:45;LEVP;10051;
15-04-20 13:45;15-04-20 14:00;LEVP;13115;
15-04-20 14:00;15-04-20 14:15;LEVP;13656;
15-04-20 14:15;15-04-20 14:22;LEVP;16318;
15-04-20 16:00;15-04-20 16:30;PAA;13841;
15-04-20 16:30;15-04-20 17:00;PAA;11110;
15-04-20 17:00;15-04-20 17:30;PAA;11021;
17-04-20 07:00;17-04-20 23:45;COL;0;Congés annuels
17-04-20 09:30;17-04-20 10:15;DANA;4654;
17-04-20 14:00;17-04-20 14:45;DANA;6029;
20-04-20 10:00;20-04-20 10:30;COL;14869;
20-04-20 14:00;20-04-20 14:30;DJP;4113;
20-04-20 14:30;20-04-20 15:00;LEVP;5126;
20-04-20 14:30;20-04-20 15:00;DJP;3876;
20-04-20 15:00;20-04-20 15:30;DJP;8292;
20-04-20 15:30;20-04-20 16:00;DJP;16129;
20-04-20 16:00;20-04-20 16:30;DJP;14006;
20-04-20 17:30;20-04-20 17:45;LEVP;10533;
20-04-20 17:45;20-04-20 18:00;LEVP;0;ABSCENCE
21-04-20 08:30;21-04-20 09:15;DANA;13714;
21-04-20 09:15;21-04-20 10:00;DANA;13358;
21-04-20 10:00;21-04-20 10:30;COL;9340;
21-04-20 10:00;21-04-20 10:45;DANA;16101;
21-04-20 10:30;21-04-20 11:00;COL;13007;
21-04-20 10:45;21-04-20 11:15;DANA;14409;
21-04-20 11:00;21-04-20 13:00;COL;8329;
21-04-20 11:00;21-04-20 12:00;PAA;16047;
21-04-20 13:30;21-04-20 14:15;DANA;15494;
21-04-20 14:15;21-04-20 15:00;DANA;7095;
21-04-20 15:00;21-04-20 15:30;DANA;13149;
21-04-20 16:00;21-04-20 16:30;DANA;13320;
21-04-20 16:30;21-04-20 16:45;COL;15331;
21-04-20 16:30;21-04-20 17:00;DANA;13204;
21-04-20 16:45;21-04-20 17:00;COL;12862;
21-04-20 17:00;21-04-20 17:30;DANA;13145;
21-04-20 17:00;21-04-20 17:15;COL;12863;
21-04-20 17:15;21-04-20 17:30;COL;14192;
22-04-20 11:00;22-04-20 11:30;LEVP;9453;
22-04-20 11:30;22-04-20 12:30;PAA;14439;
22-04-20 13:30;22-04-20 14:00;PAA;16083;
22-04-20 14:00;22-04-20 14:30;PAA;16084;
23-04-20 08:30;23-04-20 09:00;LEVP;0;ABSCENCE
23-04-20 10:00;23-04-20 10:30;DJP;14700;
23-04-20 14:00;23-04-20 14:37;DJP;16129;
23-04-20 14:00;23-04-20 17:00;LEVP;0;ABSCENCE
24-04-20 08:45;24-04-20 09:30;DJP;0;ABSCENCE
24-04-20 09:00;24-04-20 12:30;DANA;0;ABSCENCE
24-04-20 09:15;24-04-20 10:00;COL;14007;
24-04-20 09:30;24-04-20 10:00;DJP;15955;
24-04-20 10:00;24-04-20 10:30;DANA;14951;
24-04-20 12:45;24-04-20 17:45;LEVP;0;ABSCENCE
24-04-20 13:30;24-04-20 14:15;DANA;9696;
24-04-20 13:45;24-04-20 14:15;COL;13684;
24-04-20 16:00;24-04-20 16:30;COL;13361;
24-04-20 16:00;24-04-20 17:00;DANA;8853;
24-04-20 16:30;24-04-20 17:00;COL;13003;
24-04-20 16:45;24-04-20 17:30;DANA;13114;
24-04-20 17:00;24-04-20 17:30;COL;12969;
27-04-20 09:00;27-04-20 16:45;LEVP;0;ABSCENCE
27-04-20 15:00;27-04-20 15:30;DJP;8292;
28-04-20 09:00;28-04-20 09:30;DANA;15628;
28-04-20 11:00;28-04-20 11:30;COL;12892;
28-04-20 11:30;28-04-20 11:45;COL;11055;
28-04-20 11:45;28-04-20 12:45;COL;8329;
28-04-20 14:00;28-04-20 14:30;COL;11732;
28-04-20 15:30;28-04-20 16:15;DANA;6624;
28-04-20 15:30;28-04-20 16:00;COL;16310;
28-04-20 16:00;28-04-20 16:30;COL;12111;
28-04-20 16:15;28-04-20 16:45;DANA;16314;
28-04-20 16:30;28-04-20 17:00;COL;13744;
28-04-20 16:45;28-04-20 17:15;DANA;13536;
28-04-20 17:00;28-04-20 17:30;COL;12750;
29-04-20 09:00;29-04-20 17:00;LEVP;0;ABSCENCE
29-04-20 12:15;29-04-20 12:30;PAA;14315;
30-04-20 09:00;30-04-20 17:00;LEVP;0;ABSCENCE
30-04-20 14:00;30-04-20 14:45;DJP;16129;
01-05-20 07:00;01-05-20 17:00;LEVP;0;ABSCENCE
01-05-20 07:00;01-05-20 23:45;COL;0;ABSCENCE
01-05-20 08:45;01-05-20 18:45;DJP;0;ABSCENCE
01-05-20 09:00;01-05-20 18:15;DANA;0;ABSCENCE
04-05-20 09:00;04-05-20 12:00;LEVP;0;ABSCENCE
04-05-20 12:00;04-05-20 12:30;LEVP;5173;
04-05-20 15:00;04-05-20 15:30;DJP;8292;
04-05-20 16:00;04-05-20 16:15;LEVP;10323;
04-05-20 16:15;04-05-20 16:30;LEVP;16025;
04-05-20 17:15;04-05-20 17:45;LEVP;14376;
04-05-20 17:45;04-05-20 18:00;LEVP;0;ABSCENCE
05-05-20 08:30;05-05-20 09:15;DANA;7303;
05-05-20 10:00;05-05-20 10:30;DANA;2522;
05-05-20 11:00;05-05-20 11:30;COL;8329;
05-05-20 11:30;05-05-20 12:00;DANA;9611;
05-05-20 12:30;05-05-20 12:45;PAA;14508;
05-05-20 12:45;05-05-20 13:00;PAA;14508;
05-05-20 13:30;05-05-20 14:00;DANA;7954;
05-05-20 14:00;05-05-20 14:45;DANA;13279;
05-05-20 16:00;05-05-20 16:30;DANA;15658;
05-05-20 16:30;05-05-20 17:15;DANA;13201;
05-05-20 17:00;05-05-20 17:30;COL;11581;
05-05-20 17:15;05-05-20 18:00;DANA;13961;
06-05-20 09:00;06-05-20 09:30;LEVP;12010;
06-05-20 11:00;06-05-20 12:00;PAA;7857;
06-05-20 13:00;06-05-20 13:30;LEVP;13215;
06-05-20 13:30;06-05-20 14:00;LEVP;9854;
06-05-20 17:00;06-05-20 17:30;PAA;13701;
06-05-20 17:45;06-05-20 18:00;LEVP;0;ABSCENCE
07-05-20 10:00;07-05-20 10:30;DJP;14779;
07-05-20 14:00;07-05-20 14:15;DJP;8292;
07-05-20 14:15;07-05-20 14:45;DJP;16129;
08-05-20 09:00;08-05-20 10:00;DANA;0;ABSCENCE
08-05-20 10:00;08-05-20 10:15;COL;15917;
08-05-20 10:45;08-05-20 11:30;DANA;12569;
08-05-20 17:00;08-05-20 17:15;COL;15485;
08-05-20 17:00;08-05-20 17:30;DANA;11021;
08-05-20 17:15;08-05-20 17:30;COL;15814;
11-05-20 09:00;11-05-20 09:30;LEVP;5477;
11-05-20 14:00;11-05-20 14:30;DJP;16129;
11-05-20 15:30;11-05-20 16:00;DJP;15477;
11-05-20 16:00;11-05-20 16:30;DJP;14930;
11-05-20 16:30;11-05-20 16:45;DJP;16191;
12-05-20 09:15;12-05-20 09:45;COL;5849;
12-05-20 09:15;12-05-20 10:00;DANA;6024;
12-05-20 10:00;12-05-20 10:45;DANA;9612;
12-05-20 14:30;12-05-20 15:00;DANA;13626;
12-05-20 15:00;12-05-20 15:30;DANA;15687;
12-05-20 16:00;12-05-20 16:30;DANA;14658;
12-05-20 16:45;12-05-20 17:00;COL;15870;
12-05-20 17:00;12-05-20 17:15;DANA;16064;
12-05-20 17:15;12-05-20 18:00;DANA;14449;
13-05-20 10:00;13-05-20 11:00;PAA;13771;
14-05-20 12:00;14-05-20 13:30;LEVP;0;ABSCENCE
14-05-20 12:00;14-05-20 13:30;DANA;13611;
